289;296;01.12.2020 06:31:33,826;clean
290;297;01.12.2020 06:31:33,829;clean
291;298;01.12.2020 06:31:33,831;clean
292;299;01.12.2020 06:31:33,834;clean
293;300;01.12.2020 06:31:33,836;clean
294;301;01.12.2020 06:31:33,839;clean
295;302;01.12.2020 06:31:33,841;clean
296;303;01.12.2020 06:31:33,844;clean
297;304;01.12.2020 06:31:33,846;clean
298;305;01.12.2020 06:31:33,848;clean
299;306;01.12.2020 06:31:33,851;clean
300;307;01.12.2020 06:31:33,853;clean
301;308;01.12.2020 06:31:33,857;clean
302;309;01.12.2020 06:31:33,858;clean
303;310;01.12.2020 06:31:33,860;clean
304;311;01.12.2020 06:31:33,862;clean
305;312;01.12.2020 06:31:33,865;clean
306;313;01.12.2020 06:31:33,867;clean
307;314;01.12.2020 06:31:33,870;clean
308;315;01.12.2020 06:31:33,872;clean
309;316;01.12.2020 06:31:33,875;clean
310;317;01.12.2020 06:31:33,878;clean
311;318;01.12.2020 06:31:33,880;clean
312;319;01.12.2020 06:31:33,883;clean
313;320;01.12.2020 06:31:33,885;clean
314;321;01.12.2020 06:31:33,890;clean
315;322;01.12.2020 06:31:33,890;clean
316;323;01.12.2020 06:31:33,892;clean
317;324;01.12.2020 06:31:33,895;clean
318;325;01.12.2020 06:31:33,897;clean
319;326;01.12.2020 06:31:33,899;clean
320;327;01.12.2020 06:31:33,902;clean
321;328;01.12.2020 06:31:33,904;clean
322;329;01.12.2020 06:31:33,907;clean
323;330;01.12.2020 06:31:33,909;clean
324;331;01.12.2020 06:31:33,914;clean
325;332;01.12.2020 06:31:33,914;clean
326;333;01.12.2020 06:31:33,916;clean
327;334;01.12.2020 06:31:33,919;clean
328;335;01.12.2020 06:31:33,923;clean
329;336;01.12.2020 06:31:33,924;clean
330;337;01.12.2020 06:31:33,926;clean
331;338;01.12.2020 06:31:33,928;clean
332;339;01.12.2020 06:31:33,930;clean
333;340;01.12.2020 06:31:33,933;clean
334;341;01.12.2020 06:31:33,935;clean
335;342;01.12.2020 06:31:33,938;clean
336;343;01.12.2020 06:31:33,940;clean
337;344;01.12.2020 06:31:33,943;clean
338;345;01.12.2020 06:31:33,946;clean
339;346;01.12.2020 06:31:33,948;clean
340;347;01.12.2020 06:31:33,951;clean
341;348;01.12.2020 06:31:33,953;clean
342;349;01.12.2020 06:31:33,955;clean
343;350;01.12.2020 06:31:33,958;clean
344;351;01.12.2020 06:31:33,960;clean
345;352;01.12.2020 06:31:33,964;clean
346;353;01.12.2020 06:31:33,965;clean
347;354;01.12.2020 06:31:33,967;clean
348;355;01.12.2020 06:31:33,970;clean
349;356;01.12.2020 06:31:33,972;clean
350;357;01.12.2020 06:31:33,974;clean
351;358;01.12.2020 06:31:33,977;clean
352;359;01.12.2020 06:31:33,980;clean
353;360;01.12.2020 06:31:33,983;clean
354;361;01.12.2020 06:31:33,986;clean
355;362;01.12.2020 06:31:33,989;prohibited item | explosive detected at position 0:8868
355;363;01.12.2020 06:31:33,989;clean
356;364;01.12.2020 06:31:33,991;clean
357;365;01.12.2020 06:31:33,994;clean
358;366;01.12.2020 06:31:33,998;clean
359;367;01.12.2020 06:31:33,998;clean
360;368;01.12.2020 06:31:34,001;clean
361;369;01.12.2020 06:31:34,003;clean
362;370;01.12.2020 06:31:34,006;clean
363;371;01.12.2020 06:31:34,008;clean
364;372;01.12.2020 06:31:34,011;clean
365;373;01.12.2020 06:31:34,013;clean
366;374;01.12.2020 06:31:34,015;clean
367;375;01.12.2020 06:31:34,018;clean
368;376;01.12.2020 06:31:34,021;clean
369;377;01.12.2020 06:31:34,023;clean
370;378;01.12.2020 06:31:34,026;clean
371;379;01.12.2020 06:31:34,028;clean
372;380;01.12.2020 06:31:34,031;clean
373;381;01.12.2020 06:31:34,033;clean
374;382;01.12.2020 06:31:34,036;clean
375;383;01.12.2020 06:31:34,040;clean
376;384;01.12.2020 06:31:34,041;clean
377;385;01.12.2020 06:31:34,043;clean
378;386;01.12.2020 06:31:34,046;clean
379;387;01.12.2020 06:31:34,048;clean
380;388;01.12.2020 06:31:34,051;clean
381;389;01.12.2020 06:31:34,053;clean
